message,clean_text,intent_label
I dont want to hear philosophy. Just say what happen,i dont want to hear philosophy  just say what happen,0
You got job in wipro:)you will get every thing in life in 2 or 3 years.,you got job in wipro you will get every thing in life in 2 or 3 years,0
Then cant get da laptop? My matric card wif Ì_ lei... ,then cant get da laptop  my matric card wif   lei,0
Dunno da next show aft 6 is 850. Toa payoh got 650.,dunno da next show aft 6 is 850  toa payoh got 650,0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",this is the 2nd time we have tried 2 contact u  u have won the 750 pound prize  2 claim is easy  call 08718726970 now  only 10p per min  bt national rate,2
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,i just made some payments so dont have that much  sorry  would you want it fedex or the other way,0
They did't play one day last year know even though they have very good team.. Like india.,they did t play one day last year know even though they have very good team  like india,0
K.:)you are the only girl waiting in reception ah?,k you are the only girl waiting in reception ah,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say this slowly  god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it,0
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,i hate when she does this  she turns what should be a fun shopping trip into an annoying day of how everything would look in her house,0
"Sir, i am waiting for your call.",sir  i am waiting for your call,0
What's up. Do you want me to come online?,what s up  do you want me to come online,0
"It could work, we'll reach a consensus at the next meeting",it could work  we ll reach a consensus at the next meeting,0
Aiyah then i wait lor. Then u entertain me. Hee...,aiyah then i wait lor  then u entertain me  hee,0
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",the last thing i ever wanted to do was hurt you  and i didn t think it would have  you d laugh  be embarassed  delete the tag and keep going  but as far as i knew  it wasn t even up  the fact that you even felt like i would do it to hurt you shows you really don t know me at all  it was messy wednesday  but it wasn t bad  the problem i have with it is you have the time to clean it  but you choose not to  you skype  you take pictures  you sleep  you want to go out  i don t mind a few things here and there  but when you don t make the bed  when you throw laundry on top of it  when i can t have a friend in the house because i m embarassed that there s underwear and bras strewn on the bed  pillows on the floor  that s something else  you used to be good about at least making the bed,0
I'll let you know when it kicks in,i ll let you know when it kicks in,0
You call him now ok i said call him,you call him now ok i said call him,0
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call to the number which is available in appointment  and ask to connect the call to waheed fathima,0
Or Ì_ go buy wif him then i meet Ì_ later can?,or   go buy wif him then i meet   later can,0
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,mmmm   fuck   not fair   you know my weaknesses    grins   pushes you to your knee s   exposes my belly and pulls your head to it  don t forget   i know yours too  wicked smile,0
Today my system sh get ready.all is well and i am also in the deep well,today my system sh get ready all is well and i am also in the deep well,0
Mom wants to know where you at,mom wants to know where you at,0
"Aight, I'll text you when I'm back",aight  i ll text you when i m back,0
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know supports ass and srt i thnk  i think ps3 can play through usb too,0
Oh ok i didnt know what you meant. Yep i am baby jontin,oh ok i didnt know what you meant  yep i am baby jontin,0
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,you have won a guaranteed  1000 cash or a  2000 prize to claim yr prize call our customer service representative on,2
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,would you like to see my xxx pics they are so hot they were nearly banned in the uk,1
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com,0
Watching tv now. I got new job :),watching tv now  i got new job,0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,this pen thing is beyond a joke  wont a biro do  don t do a masters as can t do this ever again,0
I AM AT A PARTY WITH ALEX NICHOLS,i am at a party with alex nichols,0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594,0
Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing your missed call my dear brother  do have a gr8 day,0
Ok.. ÌÏ finishing soon?,ok    finishing soon,0
"Sorry, I can't help you on this.",sorry  i can t help you on this,0
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come to me  slave  your doing it again   going into your shell and unconsciously avoiding me   you are making me unhappy,0
I love your ass! Do you enjoy doggy style? :),i love your ass  do you enjoy doggy style,0
I think asking for a gym is the excuse for lazy people. I jog.,i think asking for a gym is the excuse for lazy people  i jog,0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear 0776xxxxxxx u ve been invited to xchat  this is our final attempt to contact u  txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,urgent  please call 09061743811 from landline  your abta complimentary 4  tenerife holiday or  5000 cash await collection sae t cs box 326 cw25wx 150ppm,2
No. On the way home. So if not for the long dry spell the season would have been over,no  on the way home  so if not for the long dry spell the season would have been over,0
I gotta collect da car at 6 lei.,i gotta collect da car at 6 lei,0
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ok but knackered  just came home and went to sleep  not good at this full time work lark,0
Probably earlier than that if the station's where I think it is,probably earlier than that if the station s where i think it is,0
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call 09090900040   listen to extreme dirty live chat going on in the office right now total privacy no one knows your  sic  listening 60p min 24 7mp 0870753331018,0
Good Morning plz call me sir,good morning plz call me sir,0
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u  i just got 1 of these video pic fones  reply wild to this txt   ill send u my pics  hurry up im so bored at work xxx  18 150p rcvd stop2stop,0
"Uh, heads up we don't have THAT much left",uh  heads up we don t have that much left,0
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,i tot u outside cos darren say u come shopping  of course we nice wat  we jus went sim lim look at mp3 player,0
"Aight, sounds good. When do you want me to come down?",aight  sounds good  when do you want me to come down,0
Wat would u like 4 ur birthday?,wat would u like 4 ur birthday,0
I love working from home :),i love working from home,0
And miss vday the parachute and double coins??? U must not know me very well...,and miss vday the parachute and double coins  u must not know me very well,0
"Sorry, I'll call later",sorry  i ll call later,0
